0,"1.020,75"
1,"2.274,28"
2,"2.598,26"
3,"6.552,46"
4,"7.354,74"
5,"8.633,32"
6,"10.736,84"
7,"10.811,63"
8,"14.960,95"
9,"15.856,37"
0,"17.490,32"
1,"27.161,00"
2,"30.956,67"
3,"32.775,46"
4,"33.927,85"
5,"34.208,73"
6,"37.788,09"
7,"40.170,17"
8,"40.364,80"
9,"47.897,89"
0,"53.090,16"
1,"56.304,00"
2,(no venta al público)
3,"57.011,00"
4,"69.172,00"
5,"80.673,37"
6,"82.604,72"
7,"87.701,70"
8,"94.193,77"
9,"99.505,00"
10,"118.382,69"
0,(no venta al público)
