0,"4.432,00"
1,"29.033,46"
2,"37.228,06"
3,"48.747,00"
4,"49.794,34"
5,"65.276,52"
6,"66.656,04"
7,"95.730,14"
8,"96.931,83"
9,"99.505,00"
