0,"10.179,32"
1,"24.488,36"
2,"28.306,53"
3,"38.948,27"
4,"39.560,66"
5,"40.170,17"
6,"40.364,80"
7,"44.324,00"
8,"51.006,38"
9,"53.090,16"
0,"57.011,00"
1,"62.558,32"
2,"65.276,52"
3,"66.656,04"
4,"99.505,00"
5,"117.323,19"
6,"125.852,74"
0,(no venta al público)
