0,"67,87"
1,"1.405,26"
2,"1.597,80"
3,"1.670,99"
4,"2.254,80"
5,"2.310,08"
6,"2.405,49"
7,"2.644,53"
8,"2.811,52"
9,"3.506,60"
0,"3.972,46"
1,"4.178,70"
2,"4.496,02"
3,"6.507,58"
4,"6.507,58"
5,"6.702,94"
6,"6.702,94"
7,"6.702,94"
8,"6.866,30"
9,"19.904,61"
0,"20.001,28"
